Record ID,Name,City,Name2,Site Address,Class 1,# of Attempts,# of Pos Buys,Most Recent was pos,Had AC,In Appeal,Days Since Last Attempt,Priorty,Can Visit,
PR0039622,UNITED DAIRY FARMERS #656,COLUMBUS,UDF LIMITED PARTNERSHIP II,327 E HUDSON ST,8,1,0,0,0,0,35,10,1,
PR0039637,UNIVERSITY MARATHON,COLUMBUS,EGY AMERICA CORP,1584 SUMMIT ST,8,1,0,0,0,0,4,10,0,
PR0039639,GATEWAY MART,COLUMBUS,EGY AMERICA CORP,207 E 11TH AVE,8,1,0,0,0,0,10,10,0,
PR0039642,SPEEDWAY 9281,COLUMBUS,SPEEDWAY LLC,2510 N HIGH ST,8,4,1,0,0,0,20,1,1,
PR0039469,PJ'S GRILL,COLUMBUS,FAKRA INC,15 E FRAMBES AVE,8,5,3,0,1,1,7,1,0,
PR0039328,GILLIGAN EXXON/SUBWAY #1003,COLUMBUS,GILLIGAN COMPANY LLC,1866 SUMMIT ST,8,4,0,0,0,0,28,1,1,
PR0039332,GILLIGAN SUBWAY/EXXON #1002,COLUMBUS,GILLIGAN COMPANY LLC,2187 NEIL AVE,8,3,1,1,0,0,7,6,0,
PR0039231,CASABLANCA CAFE AND HOOKAH BAR,COLUMBUS,CASABLANCA CAFE & HOOKAH BAR INC,19-21 E DUNCAN ST,8,4,0,0,0,0,21,1,1,
PR0039076,14-0 EXPRESS,COLUMBUS,14-0 HUDSON INC,355 E HUDSON ST,8,3,1,0,0,0,23,1,1,
PR0055353,CARTEL PALACE,COLUMBUS,CARTEL - CORPORATION,1127 N HIGH ST,9,4,1,0,0,0,14,1,1,
PR0053949,THURBER VILLAGE MARKET,COLUMBUS,D & T TVM LLC,660 NEIL AVE,9,5,0,0,0,0,28,1,1,
PR0053206,HIGH LIFE VAPOR SMOKING,COLUMBUS,HIGH LIFE VAPOR SMOKING LLC,1178 N HIGH ST,9,1,0,0,0,0,10,10,0,
PR0051869,ZIGGY'S DRIVE THRU,COLUMBUS,ZIGGY'S DRIVE THRU LLC,350 W 3RD AVE,9,0,0,0,0,0,0,20,1,
PR0048097,HIPPIE HUT SMOKE SHOP,COLUMBUS,HIPPIE HUT SMOKE SHOP ON CAMPUS INC,1551 N HIGH ST,9,5,0,0,0,0,15,1,1,
PR0047352,MANGOS,COLUMBUS,STARBURST ESSENCE INC,21 SMITH PL,9,3,1,0,0,0,6,1,0,
PR0046939,HOUSE OF MONTECRISTO,COLUMBUS,HOUSE OF MONTECRISTO INC,1209 N HIGH ST,9,1,0,0,0,0,28,10,1,
PR0045894,KROGER #587 LIQUOR STORE,COLUMBUS,THE KROGER COMPANY,1300 N HIGH ST,9,3,0,0,0,0,5,1,0,
PR0044738,THE JOINT,COLUMBUS,KZCB LLC,1186 N HIGH ST,9,1,0,0,0,0,11,10,0,
PR0043555,UNITED DAIRY FARMERS #632,COLUMBUS,UDF LIMITED PARTNERSHIP II,880 N HIGH ST,9,5,0,0,0,0,16,1,1,
PR0043295,CHAMPS MARKET,COLUMBUS,K BROTHERS INVESTMENTS LLC,219 W 8TH AVE,9,3,0,0,0,0,21,1,1,
PR0041312,PHARAOHS HOOKAH CAFE,COLUMBUS,PHARAOHS CAFE INC,1460 N HIGH ST,9,1,0,0,0,0,17,10,1,
PR0041210,DAIRY FAMILY,COLUMBUS,VICTORIAN VILLAGE INC,184 W 5TH AVE,9,5,0,0,0,0,23,1,1,
PR0040755,SMOKE ZONE SMOKE SHOP,COLUMBUS,CARPENTER NOVELTIES - OHIO INC,1202 N HIGH ST,9,3,2,0,1,1,5,1,0,
PR0040163,MIDNIGHT HOOKAH,COLUMBUS,T & R TOBACCO INC,1167 MT PLEASANT AVE,9,1,0,0,0,0,24,10,1,
PR0039626,KROGER #587,COLUMBUS,KROGER CO,1350 N HIGH ST,9,4,1,1,0,0,35,6,1,
PR0055493,DT EXPRESS,COLUMBUS,DT HUDSON LLC,1131 E HUDSON ST,9,3,2,0,0,0,17,1,0,
PR0055468,FINE FAIR FOOD,COLUMBUS,ALMA PLUS 4 LLC,1547 CLEVELAND AVE,9,2,0,0,0,0,30,5,1,
PR0055442,FM MARKET,COLUMBUS,FM MARKET LLC,2007 CLEVELAND AVE,9,2,1,0,0,1,13,5,0,
PR0055416,NV BAR & LOUNGE,COLUMBUS,ECHO BAR & LOUNGE LLP,797 ST CLAIR AVE,9,2,1,0,0,0,15,5,1,
PR0054904,FIFTH & SUNBURY MARKET,COLUMBUS,TIA 1 LLC,2157 E 5TH AVE,9,3,1,0,0,0,5,1,0,
PR0054184,LEONARD MARKET,COLUMBUS,KENAN21 INC,2070 LEONARD AVE STE F,9,1,0,0,0,0,24,10,1,
PR0053442,DREAM EXCLUSIVE,COLUMBUS,DREAM EXCLUSIVE LLC,2102 CLEVELAND AVE,9,4,1,1,0,0,17,6,1,
PR0052037,JR J'S DRIVE THRU,COLUMBUS,JRJ LLC,2179 PARKWOOD AVE,9,3,1,0,0,0,29,1,1,
PR0051846,DONS QUICK STOP,COLUMBUS,SAMEH N LLC,1724 CLEVELAND AVE,9,1,0,0,0,0,14,10,1,
PR0051546,JEFFERSON SMOKE PLUS,COLUMBUS,JEFFERSON HUDSON LLC,1043 E HUDSON ST,9,4,0,0,0,0,29,1,1,
PR0051532,PARKWOOD MARKET,COLUMBUS,PARKWOOD MARKET LLC,2207 PARKWOOD AVE,9,4,0,0,0,0,20,1,1,
PR0049679,TARA SUPER,COLUMBUS,TARA SUPER INC,2131 CLEVELAND AVE,9,5,0,0,0,0,11,1,0,
PR0048657,EXPRESS MARKET,COLUMBUS,EHAB EXPRESS MARKET LLC,900 E 5TH AVE,9,2,1,0,0,1,3,5,0,
PR0048499,SHEETZ #723,COLUMBUS,OHIO SPRINGS INC,2840 JOHNSTOWN RD,9,5,2,0,1,0,29,1,1,
PR0048262,UNCLE MAX GAS & FOOD,COLUMBUS,ZARA MART LLC,1221 E HUDSON ST,9,5,1,0,0,0,10,1,0,
PR0047895,DOLLAR GENERAL STORE #23287,COLUMBUS,DOLGEN MIDWEST LLC/OB,1431 CLEVELAND AVE,9,3,0,0,0,0,27,1,1,
PR0047154,WILLYS MARKET,COLUMBUS,HRFM INC,1917 HAMILTON AVE,9,1,0,0,0,0,20,10,1,
PR0045293,LD SUNOCO,COLUMBUS,LAEQ J DADA,849 E 5TH AVE,9,1,0,0,0,0,2,10,0,
PR0044040,ALI GUL MARKET,COLUMBUS,ALI GUL LLC,1905 CLEVELAND AVE,9,3,0,0,0,0,27,1,1,
PR0043535,EAST SIDE MARKET,COLUMBUS,EASTMAN FAMILY INC,2110 LEONARD AVE,9,4,2,0,0,0,31,1,0,
PR0043262,NABBY'S CARRYOUT,COLUMBUS,SELEYNA INC,1235 E HUDSON ST,9,2,1,0,0,1,2,5,0,
PR0041833,H AND N MARKET,COLUMBUS,HAROON A FAZLEY,1799 E HUDSON ST,9,5,2,1,0,0,25,6,0,
PR0041641,AMERICAN EAGLE DISCOUNT,COLUMBUS,AMERICAN EAGLE DISCOUNT INC,1485 SUNBURY RD STE B,9,1,0,0,0,0,28,10,1,
PR0041506,BEVERAGE WAREHOUSE,COLUMBUS,DESTINATION 2 SUCCESS LLC,847 E 11TH AVE,9,2,1,0,0,0,12,5,0,
PR0041271,MOBIL FIFTH AVE,COLUMBUS,KHURRAM LLC,1773 E 5TH AVE,9,4,0,0,0,0,4,1,0,
PR0040121,TURKEY HILL MINIT MARKET #708,COLUMBUS,TH MIDWEST INC,1425 N CASSADY AVE,9,2,0,0,0,0,16,5,1,
PR0039806,NORTH LINDEN MARKET,COLUMBUS,JOYCE MARKET INC,1580 JOYCE AVE,9,4,1,0,0,0,9,1,0,
PR0039577,WOODLAND EXPRESS,COLUMBUS,WOODLAND FOOD MART INC,1785 WOODLAND AVE,9,5,0,0,0,0,3,1,0,
PR0039581,BP OIL,COLUMBUS,BP 17TH AVE INC,1950 E 17TH AVE,9,5,1,0,0,1,26,1,0,
PR0039659,STAFFORD'S MARKET,COLUMBUS,2204 PARKWOOD INC,2204 PARKWOOD AVE,9,1,0,0,0,0,30,10,1,
PR0039431,DUCHESS SHOPPE EAST 5TH AVENUE #1259,COLUMBUS,ENGLEFIELD INC,2365 E 5TH AVE,9,4,0,0,0,0,34,1,1,
PR0039245,DOLLAR PLUS,COLUMBUS,1975 CLEVELAND INC,1975 CLEVELAND AVE,9,5,1,0,0,0,2,1,0,
PR0039081,5TH AVENUE EXXON,COLUMBUS,MOHAMMAD DADA,693 E 5TH AVE,9,4,3,1,1,0,3,6,0,
PR0055022,SMOKE PLUS FIVE,COLUMBUS,KARAMDAD INC,2671 PALMETTO ST,10,5,1,1,0,0,6,6,0,
PR0054984,EMPORIUM SMOKE SHOP,COLUMBUS,EMPORIUM SMOKE SHOP LLC,2016 SULLIVANT AVE,10,1,0,0,0,0,27,10,1,
PR0054908,BERRY SUPPLIES LTD,COLUMBUS,BERRY SUPPLIES LTD,1889 SULLIVANT AVE,10,3,1,0,0,1,23,1,0,
PR0054719,BROOKSHIRE FOODLINER,COLUMBUS,GITA RAJ LLC,2781 EAKIN RD,10,3,0,0,0,0,21,1,1,
PR0054645,GRANNYS MARKET,COLUMBUS,GRANNYS MARKET LLC,2211 W BROAD ST,10,2,0,0,0,0,32,5,1,
PR0054601,TOKE N' JOKE HEADSHOP,COLUMBUS,TOKE N' JOKE HEADSHOP LLC,1641 SULLIVANT AVE,10,5,0,0,0,0,23,1,1,
PR0054581,CANNA CABANA 614,COLUMBUS,CANNA CABANA 614 LLC,2737 SULLIVANT AVE,10,3,1,0,0,0,33,1,1,
PR0054411,EAKIN ROAD MARKET,COLUMBUS,2220 EAKIN INC,2220 EAKIN RD,10,2,1,1,0,1,1,10,0,
PR0054125,ROSCO'S MARKET,COLUMBUS,2500 SULLIVANT LLC,2500 SULLIVANT AVE,10,5,1,0,0,0,15,1,1,
PR0054027,PLANET PUFF,COLUMBUS,PLANET PUFF LLC,2530 SULLIVANT AVE,10,5,2,0,1,0,17,1,1,
PR0053931,RIDERS HUT,COLUMBUS,RIDERS HUT LLC,3322 W BROAD ST,10,1,1,1,0,0,35,15,1,
PR0053862,STEELE AVENUE MARKET,COLUMBUS,ABIHA ALI 786 INC,2552 STEELE AVE,10,2,1,0,0,0,34,5,1,
PR0053809,SUPER USA 202,COLUMBUS,BHARAT 2 OH INC,980 DEMOREST RD,10,0,0,0,0,0,14,20,1,
PR0053772,NAZANA'S PARADISE DRIVE THRU,COLUMBUS,NAZANA LLC,1540 W MOUND ST,10,3,0,0,0,0,23,1,1,
PR0053743,SPEEDY DRIVE THRU & SMOKE,COLUMBUS,NOOR AKRAM LLC,2421 SULLIVANT AVE,10,2,0,0,0,0,18,5,1,
PR0053738,SULLIVANT BP,COLUMBUS,JK 2800 LLC,2800 SULLIVANT AVE,10,3,0,0,0,0,23,1,1,
PR0053147,ALEX MARKET,COLUMBUS,RUBINA INC,2991 SULLIVANT AVE,10,4,2,0,1,0,18,1,1,
PR0052982,BUCKEYE SUPER MARKET,COLUMBUS,3201 SULLIVANT INC,3201 SULLIVANT AVE,10,1,0,0,0,0,6,10,0,
PR0052803,154 HAGUE FOOD MART,COLUMBUS,154 HAGUE FOOD MART INC,154 N HAGUE AVE,10,3,0,0,0,0,26,1,1,
PR0052391,HOLLYWOOD SMOKE AND VAPE,COLUMBUS,HOLLYWOOD DREAMS LLC,3951 W BROAD ST,10,2,1,0,0,1,14,5,0,
PR0052176,YOUR BOYZ SMOKE SHOP,COLUMBUS,MAGICAL CONNECTIONS LLC,2357 W BROAD ST,10,4,1,0,0,0,9,1,0,
PR0051856,MOBIL MART,COLUMBUS,MOBIL 2635 BROAD INC,2635 W BROAD ST,10,2,1,1,0,0,12,10,0,
PR0051718,HOLLYWOOD CASINO,COLUMBUS,CENTRAL OHIO GAMING VENTURES LLC,200 GEORGESVILLE RD,10,2,0,0,0,0,15,5,1,
PR0051719,HOLLYWOOD CASINO,COLUMBUS,CENTRAL OHIO GAMING VENTURES LLC,200 GEORGESVILLE RD,10,3,1,0,0,0,11,1,0,
PR0051597,BROTHERS MARKET,COLUMBUS,BROTHERS MARKET LLC,1971 DOREN AVE,10,4,1,0,0,0,6,1,0,
PR0051594,SUNOCO WEST BROAD,COLUMBUS,MSS WEST BROAD 2725 LLC,2725 W BROAD ST,10,5,0,0,0,0,2,1,0,
PR0051512,M & S CARRYOUT,COLUMBUS,590 ZACK CARRYOUT INC,590 GEORGESVILLE RD,10,5,0,0,0,0,28,1,1,
PR0050073,MI FAMILIA MARKET,COLUMBUS,MI FAMILIA MARKET LLC,2331 W BROAD ST,10,0,0,0,0,0,0,20,1,
PR0049185,M & J CARRYOUT,COLUMBUS,ASSAD EXPRESS INC,1958 SULLIVANT AVE,10,2,0,0,0,0,19,5,1,
PR0048348,BELVIDERE FAST MART 1ST FLOOR & BASEMENT,COLUMBUS,BELVIDERE FAST MART INC,126 BELVIDERE AVE,10,2,0,0,0,0,25,5,1,
PR0047586,SAM'S DRIVE THRU,COLUMBUS,SAMS DRIVE THRU LLC,2357 SULLIVANT AVE,10,2,0,0,0,0,17,5,1,
PR0047567,US FOOD MART,COLUMBUS,US FOOD MART LLC,1975 W MOUND ST,10,4,3,1,1,0,9,6,0,
PR0047327,BRIGGS STOP MART,COLUMBUS,BRFM LLC,3452 BRIGGS RD,10,4,2,0,0,0,26,1,0,
PR0046766,HASEEB PETROLEUM,COLUMBUS,HASEEB PETROLEUM LLC,3933 SULLIVANT AVE,10,5,0,0,0,0,29,1,1,
PR0045665,M EXPRESS MARKET,COLUMBUS,MESFIN M LLC,2305 W BROAD ST,10,5,1,0,0,0,7,1,0,
PR0045264,AU MARKET,COLUMBUS,ALI SWATI LLC,2281 SULLIVANT AVE,10,5,1,0,0,1,8,1,0,
PR0043427,SAVE WAY MINI MART,COLUMBUS,ABDULLAH MART INC,2585 W BROAD ST,10,4,3,1,1,1,21,6,0,
PR0043263,MANOR CARRYOUT,COLUMBUS,MARAM INVESTMENTS LLC,579-81 WEDGEWOOD DR,10,1,1,0,0,0,5,10,0,
PR0041845,JULIAN FOODS,COLUMBUS,AMEER WEST SIDE CARRYOUT LLC,3277 W BROAD ST,10,5,2,1,0,0,24,6,0,
PR0041320,MOUND STREET MARKET,COLUMBUS,MOUND STREET MARKET INC,1690 W MOUND ST,10,0,0,0,0,0,0,20,1,
PR0041233,PIZZA CHATEAU,COLUMBUS,2602 EAKIN ROAD INC,2602 EAKIN RD,10,4,1,0,0,0,4,1,0,
PR0041199,LA MICHOACANA MARKET #2,COLUMBUS,LA MICHOACANA MEXICAN MARKET II LLC,3629 SULLIVANT AVE,10,5,0,0,0,0,18,1,1,
PR0041179,FOODMART EXPRESS,COLUMBUS,WARRREN INC,2714 SULLIVANT AVE,10,3,0,0,0,0,28,1,1,
PR0040963,GAS LITE DRIVE THRU,COLUMBUS,3446 SULLIVANT INC,3446 SULLIVANT AVE,10,2,0,0,0,0,22,5,1,
PR0040765,TOBACCO OUTLET III,COLUMBUS,R O B ENTERPRISES INC,2807 W BROAD ST,10,3,2,0,1,0,29,1,1,
PR0040691,DOLLAR EXPRESS #19258,COLUMBUS,DOLGEN MIDWEST LLC/OB,128 N WILSON RD,10,2,0,0,0,0,2,5,0,
PR0040610,KROGER FUEL CENTER #598,COLUMBUS,KROGER CO,85 N WILSON RD,10,1,0,0,0,0,13,10,0,
PR0040580,BEDS 'N' STUFF SUPERSTORE,COLUMBUS,WATERBEDS 'N' STUFF INC,3592 SOLDANO BLVD,10,3,0,0,0,0,34,1,1,
PR0040084,DOLLAR GENERAL STORE #17396,COLUMBUS,DOLGEN MIDWEST LLC/OB,3561 SULLIVANT AVE,10,5,0,0,0,0,6,1,0,
PR0040094,KROGER #598,COLUMBUS,KROGER CO,3600 SOLDANO BLVD,10,5,1,0,0,0,17,1,1,
PR0039876,HOLLYWOOD CASINO,COLUMBUS,CENTRAL OHIO GAMING VENTURES LLC,200 GEORGESVILLE RD,10,3,1,0,0,0,29,1,1,
PR0039842,N & N SUPERMARKET,COLUMBUS,N & N SULLIVANT INC,2240 SULLIVANT AVE,10,3,0,0,0,0,32,1,1,
PR0039747,MARATHON,COLUMBUS,SULLIVANT AVE INC,3464 SULLIVANT AVE,10,4,0,0,0,0,30,1,1,
PR0039653,UNITED DAIRY FARMERS #649,COLUMBUS,UDF LIMITED PARTNERSHIP II,530 S HAGUE AVE,10,2,0,0,0,0,17,5,1,
PR0039661,WALGREENS #6378,COLUMBUS,WALGREEN CO,2770 W BROAD ST,10,5,1,0,0,0,29,1,1,
PR0039426,PILOT TRAVEL CENTER #213,COLUMBUS,PILOT TRAVEL CENTERS LLC,3600 INTERCHANGE RD,10,2,0,0,0,0,7,5,0,
PR0039443,DUCHESS SHOPPE WILSON RD #1260,COLUMBUS,ENGLEFIELD INC,850 WILSON RD,10,3,0,0,0,0,13,1,0,
PR0039480,FAMILY DOLLAR STORE #25765,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,2777 SULLIVANT AVE,10,5,1,0,0,0,20,1,1,
PR0039487,FAMILY DOLLAR STORE #22007,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,3631 SULLIVANT AVE,10,1,1,1,0,0,7,15,0,
PR0039528,SPEEDWAY 5284,COLUMBUS,SPEEDWAY LLC,799 N WILSON RD,10,4,2,0,0,1,8,1,0,
PR0039333,GOLDEN MARKET,COLUMBUS,YELLOW STONE LLC,2185 W MOUND ST,10,4,2,0,1,1,4,1,0,
PR0039225,COUNTRY FOOD STORE,COLUMBUS,ABUSALHA INC,3861 SULLIVANT AVE,10,5,2,0,1,0,30,1,1,
PR0039230,DOLLAR GENERAL #10953,COLUMBUS,DOLGEN MIDWEST LLC/OB,745 GEORGESVILLE RD,10,3,0,0,0,0,1,1,0,
PR0039249,CERTIFIED OIL #388,COLUMBUS,CERTIFIED OIL CORPORATION,3204 W BROAD ST,10,5,2,0,0,0,10,1,0,
PR0039180,BRIGGS MART,COLUMBUS,BRIGGS MART INC,2774 BRIGGS RD,10,0,0,0,0,0,0,20,1,
PR0039201,CIRCLE V FOOD,COLUMBUS,SAMAH LLC,2124 W MOUND ST,10,2,0,0,0,0,34,5,1,
PR0039127,BROAD & HAGUE MARATHON,COLUMBUS,R O B ENTERPRISES INC,2805 W BROAD ST,10,3,2,0,1,0,31,1,1,
PR0042208,JEFF RUBYS,COLUMBUS,JEFF RUBY'S COLUMBUS LLC,89 E NATIONWIDE BLVD 1ST FLR,10,1,0,0,0,0,27,10,1,
PR0040180,NIELSONS,COLUMBUS,MAHARAJ SWAMI LLC,3 NATIONWIDE PLZ,10,5,2,0,0,0,33,1,0,
PR0040135,NIELSEN'S  #17,COLUMBUS,ECONOMY ENTERPRISES INC,400 N HIGH ST STE 101-3,10,5,0,0,0,0,6,1,0,
PR0040101,DOWNTOWN CONVENIENCE,COLUMBUS,BHAGWADI LLC,26 N HIGH ST FRONT,10,2,0,0,0,0,14,5,1,
PR0054023,TO THE MOON SMOKE & VAPE,COLUMBUS,BEXLEY COTTAGE LLC,3329 E BROAD ST,11,1,0,0,0,0,33,10,1,
PR0053634,JAFRA CAFE,COLUMBUS,JAFRA CAFE LLC,40 N JAMES RD,11,5,2,0,0,0,8,1,0,
PR0053208,DOLLAR GENERAL #30929,COLUMBUS,DOLGEN MIDWEST LLC,3355 E LIVINGSTON AVE,11,2,1,0,0,1,12,5,0,
PR0052396,FAMILY DOLLAR #33958,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,3307 E BROAD ST,11,3,1,0,0,0,6,1,0,
PR0052046,J KHAN DRIVE THRU,COLUMBUS,JAY KHAN LLC,1436 S HAMILTON RD,11,4,1,0,0,0,11,1,0,
PR0051909,STELZER FOOD EXPRESS,COLUMBUS,STELZER FOOD EXPRESS INC,755 STELZER RD,11,2,0,0,0,0,35,5,1,
PR0051825,HALL MART FOOD STORE,COLUMBUS,AQ MART LLC,1448 COURTRIGHT RD,11,4,0,0,0,0,21,1,1,
PR0051782,HAPPY MARKET,COLUMBUS,HAPPY MARKET LLC,1427 S HAMILTON RD,11,2,1,1,0,0,15,10,1,
PR0051777,CONVENIENT PLUS FOOD MART,COLUMBUS,CPFM LLC,3351 E MAIN ST,11,1,0,0,0,0,30,10,1,
PR0051752,ISMOKE & VAPE,COLUMBUS,SMOKEPROS LLC,1403 S HAMILTON RD,11,3,1,0,0,0,7,1,0,
PR0051720,DRIVE N GO DRIVE THRU,COLUMBUS,AL HAIDAR INC,4827 E MAIN ST,11,4,1,0,0,1,12,1,0,
PR0051529,THIRSTY DRIVE THRU,COLUMBUS,EXPRESS CARRYOUT COLUMBUS LLC,4027 E LIVINGSTON AVE,11,2,1,0,0,0,26,5,1,
PR0051256,LAS PALOMAS,COLUMBUS,LAS PALOMAS GROCERY STORE INC,2915 E 5TH AVE,11,5,0,0,0,0,9,1,0,
PR0051253,NATURAL NECESSITIES,COLUMBUS,ALL NATURAL NECESSITIES LLC,3130 E LIVINGSTON AVE,11,1,0,0,0,0,5,10,0,
PR0050044,BEECHWOOD MARKET,COLUMBUS,A & T 3796 INC,3796 E LIVINGSTON AVE,11,1,0,0,0,0,16,10,1,
PR0050019,SMVC STORE,COLUMBUS,SOLUTIONS MED VAPE CONSULTANTS LLC,855 S WEYANT AVE,11,5,1,0,0,0,21,1,1,
PR0049968,NEW BOTTLE CAP BEVERAGE,COLUMBUS,3020 LIVINGSTON CORP,3020 E LIVINGSTON AVE,11,3,1,0,0,0,35,1,1,
PR0049900,99 CENTS STORE PLUS BEAUTY DISCOUNT,COLUMBUS,ADIGO HAIR AND RETAIL LLC,1218 S JAMES RD,11,1,0,0,0,0,34,10,1,
PR0048549,BEST MARKET & DRIVE THRU,COLUMBUS,BEST DRIVE THRU LLC,2844 E 5TH AVE,11,1,1,1,0,0,10,15,0,
PR0047034,A & B MARKET,COLUMBUS,LIVINGSTON EXPRESS MART INC,5440 E LIVINGSTON AVE,11,2,0,0,0,0,15,5,1,
PR0046988,EAST MAIN STREET SMOKESHOP & CARRYOUT,COLUMBUS,RAYYAN & YOUSAF CORP,2914 E MAIN ST,11,4,1,0,0,1,2,1,0,
PR0046712,GREAT MIAMI MARKET,COLUMBUS,ALI 1178 INC,5121 E MAIN ST,11,2,1,0,0,0,31,5,1,
PR0046675,CONVENIENT PLUS FOOD MART,COLUMBUS,5435 LIVINGSTON LLC,5435 E LIVINGSTON AVE,11,1,0,0,0,0,27,10,1,
PR0045746,ONE STOP MARKET,COLUMBUS,ALPHA TESFAY LLC,1447 S HAMILTON RD,11,2,1,0,0,0,13,5,0,
PR0045668,SHELL,COLUMBUS,4751 T & R LLC,4751 E MAIN ST,11,4,0,0,0,0,32,1,1,
PR0043265,LIVINGSTON EXXON,COLUMBUS,2097 E LIVINGSTON INC,2097 E LIVINGSTON AVE,11,2,0,0,0,0,10,5,0,
PR0041711,FAST STOP,COLUMBUS,ZZS LLC,3245 E BROAD ST,11,3,0,0,0,0,16,1,1,
PR0041252,LIVINGSTON & HAMILTON SHELL,COLUMBUS,4425 E LIVINGSTON INC,4425 E LIVINGSTON AVE,11,4,0,0,0,0,30,1,1,
PR0041205,MARATHON,COLUMBUS,1466 S HAMILTON LLC,1466 S HAMILTON RD,11,4,1,0,0,0,33,1,1,
PR0041181,LIVINGSTON SUNOCO,COLUMBUS,LIVINGSTON SUNOCO INC,3172 E LIVINGSTON AVE,11,3,1,0,0,0,25,1,1,
PR0041175,EAGLE FUEL,COLUMBUS,EAGLE FUEL LLC,3851 E LIVINGSTON AVE,11,3,0,0,0,0,14,1,1,
PR0040191,AIRPORT DUCHESS #1250,COLUMBUS,ENGLEFIELD INC,4455 E 5TH AVE,11,1,0,0,0,0,6,10,0,
PR0040078,BIG R,COLUMBUS,FRANKS FOOD INC,3420 BEXVIE AVE # C,11,4,1,0,0,1,21,1,0,
PR0039813,SAM'S CARRY OUT,COLUMBUS,SAMI'S CARRY OUT INC,860 N CASSADY AVE,11,3,0,0,0,0,4,1,0,
PR0039569,SUNOCO,COLUMBUS,DEENA BEXLEY INC,3034 E BROAD ST,11,5,1,0,0,0,18,1,1,
PR0039663,WALGREENS #6273,COLUMBUS,WALGREEN CO,3015 E LIVINGSTON AVE,11,5,2,0,1,0,33,1,1,
PR0039716,SPEEDY MART,COLUMBUS,SPEEDY MART MOBIL INC,3377 E LIVINGSTON AVE,11,2,0,0,0,0,3,5,0,
PR0039473,QUICK STOP,COLUMBUS,2776 E FIFTH LLC,2776 E 5TH AVE,11,5,1,0,0,0,26,1,1,
PR0039501,SPEEDWAY 9151,COLUMBUS,SPEEDWAY LLC,4901 E MAIN ST,11,5,0,0,0,0,18,1,1,
PR0039542,SPEEDWAY 9339,COLUMBUS,SPEEDWAY LLC,2965 E MAIN ST,11,5,1,1,0,0,25,6,1,
PR0039549,SPEEDWAY 9706,COLUMBUS,SPEEDWAY LLC,3304 E BROAD ST,11,5,2,0,0,0,17,1,0,
PR0039261,CHEEMA MAIN ST MART,COLUMBUS,CHEEMA MAIN STREET INC,3140 E MAIN ST,11,4,0,0,0,0,21,1,1,
PR0039265,CHUCK'S CARRY OUT,COLUMBUS,ATAH INC,3140 ALLEGHENY AVE,11,4,0,0,0,0,11,1,0,
PR0039167,DOLLAR GENERAL #11851,COLUMBUS,DOLGEN MIDWEST LLC/OB,3000 E BROAD ST,11,0,0,0,0,0,4,20,0,
PR0039085,A & M CARRYOUT,COLUMBUS,ASSAB LLC,2990 E 5TH AVE,11,5,2,0,1,1,26,1,0,
PR0054174,SHEETZ #882,COLUMBUS,OHIO SPRINGS INC,5757 W BROAD ST,11,0,0,0,0,0,33,20,1,
PR0054135,VAPOR MAVEN,COLUMBUS,VAPOR MAVEN GEORGESVILLE LLC,1617 GEORGESVILLE SQUARE DR,11,1,1,1,0,0,19,15,1,
PR0053950,DEMOREST MARKET,COLUMBUS,DCA MARKET LLC,1425 DEMOREST RD,11,5,2,0,0,0,3,1,0,
PR0053531,SMOKER ZONE,GALLOWAY,GALLOWAY SMOKE SHOP LLC,970 GALLOWAY RD,11,4,3,0,1,0,8,1,0,
PR0053489,NORTON ROAD DRIVE THRU,COLUMBUS,ZYNN INC,550 NORTON RD,11,4,1,0,0,1,33,1,0,
PR0052092,SHOP 614,COLUMBUS,SHOP 614 LLC,1949 ZETTLER CENTER DR,11,3,0,0,0,0,31,1,1,
PR0051534,NORTON SUNOCO,COLUMBUS,OM OIL COLUMBUS LLC,552 NORTON RD,11,1,0,0,0,0,13,10,0,
PR0050844,ZIP THRU 2 BEER & WINE,COLUMBUS,ZAHRA INVESTMENTS LTD,1146 NORTON RD,11,1,0,0,0,0,35,10,1,
PR0048679,GALLOWAY WINE AND SPIRITS,GALLOWAY,GALLOWINE LLC,950 S GALLOWAY RD,11,2,1,0,0,0,15,5,1,
PR0048609,DEMOREST BEER DOCK,COLUMBUS,LRT 1232 BEVERAGE LLC,1232 DEMOREST RD,11,4,1,1,0,0,23,6,1,
PR0048516,DOLLAR GENERAL STORE #22948,COLUMBUS,DOLGEN MIDWEST LLC/OB,415 NORTON RD,11,1,0,0,0,0,10,10,0,
PR0048173,NORTON MARATHON,COLUMBUS,AMEEN MARATHON INC,385 NORTON RD,11,2,1,0,0,1,26,5,0,
PR0047220,BEVERAGE DOCK,GROVE CITY,MB BEVERAGE INC,2330 HARRISBURG PIKE,11,4,2,0,0,0,15,1,0,
PR0046885,SMOKE N GULP,GALLOWAY,SADEEN TOBACCO INC,5630 HALL RD,11,2,1,0,0,0,30,5,1,
PR0046029,SMOKIE TALKIE,COLUMBUS,NORADONA 1220 LLC,1230 DEMOREST RD,11,3,0,0,0,0,11,1,0,
