Record ID,Name,City,Name2,Site Address,Class 1,# of Attempts,# of Pos Buys,Most Recent was pos,Had AC,In Appeal,Days Since Last Attempt,Priorty,Can Visit,
PR0045472,UNITED DAIRY FARMERS #624,DUBLIN,UDF LIMITED PARTNERSHIP II,5025 TUTTLE CROSSING BLVD,1,3,0,0,0,0,18,1,1,
PR0043259,ALE & ICE,POWELL,ALE AND ICE LLC,8751 SMOKY ROW RD,1,1,0,0,0,0,14,10,1,
PR0041548,LION'S DEN,COLUMBUS,DUBLIN RETAIL 59 LLC,3586 W DUBLIN GRANVILLE RD,1,2,1,0,0,1,21,5,0,
PR0041129,DUKE/DUCHESS #1626,COLUMBUS,ENGLEFIELD INC,7310 SAWMILL RD,1,4,3,1,1,1,8,6,0,
PR0040532,TOP NOTCH VAPOR,COLUMBUS,TOP NOTCH VAPOR LLC,3496 W DUBLIN - GRANVILLE RD,1,4,0,0,0,0,19,1,1,
PR0040109,DUCHESS TUTTLE CROSSING #1625,DUBLIN,ENGLEFIELD INC,5099 TUTTLE CROSSING BLV,1,3,0,0,0,0,28,1,1,
PR0040095,DOLLAR GENERAL #17280,COLUMBUS,DOLGEN MIDWEST LLC/OB,1862 HARD RD,1,2,0,0,0,0,26,5,1,
PR0039606,UNITED DAIRY FARMERS #622,COLUMBUS,UDF LIMITED PARTNERSHIP I,1930 HARD RD,1,3,0,0,0,0,15,1,1,
PR0039623,TURKEY HILL MINIT MARKET,DUBLIN,TH MIDWEST INC,5350 TUTTLE CROSSING BLVD,1,3,0,0,0,0,10,1,0,
PR0039540,TRUE NORTH STORE #611,DUBLIN,TRUE NORTH ENERGY LLC,5340 TUTTLE CROSSING BLVD,1,5,2,1,0,0,25,6,0,
PR0039547,TRUE NORTH STORE #609,COLUMBUS,TRUE NORTH ENERGY LLC,6790 SAWMILL RD,1,5,1,1,0,0,15,6,1,
PR0039314,GIANT EAGLE #6529,HILLIARD,TAMARKIN CO,6700 HAYDEN RUN RD,1,1,0,0,0,0,25,10,1,
PR0039124,BELL STORES #123,COLUMBUS,BELL STORES INC,7200 SAWMILL RD,1,1,0,0,0,0,5,10,0,
PR0054711,SMOKE HUB,WORTHINGTON,SMOKE HUB SS LLC,1119 WORTHINGTON WOODS BLVD,2,2,0,0,0,0,6,5,0,
PR0054642,VAPOR HIGH UP INC,WESTERVILLE,VAPOR HIGH UP INC,8282 SANCUS BLVD,2,2,1,0,0,1,2,5,0,
PR0054134,VAPOR MAVEN,COLUMBUS,VAPOR MAVEN WORTHINGTON LLC,1345 WORTHINGTON CENTRE DR,2,1,1,1,0,0,1,15,0,
PR0053599,POWELL SHELL,POWELL,2080 OPERATING LLC,2080 SUMMIT ROW BLVD,2,5,2,1,0,0,30,6,0,
PR0053459,J & S STOP N SHOP,COLUMBUS,J & S STOP N SHOP LLC,6867 FLAGS CENTER DR,2,4,2,0,1,0,1,1,0,
PR0052240,SHEETZ #825 - HIGH CROSS,COLUMBUS,OHIO SPRINGS INC,161 E CAMPUS VIEW BLVD,2,1,1,1,0,1,24,15,0,
PR0050136,BULLDOG'S BEER WINE BREW THRU,COLUMBUS,AATMIYA LLC,987 WORTHINGTON WOODS LOOP RD,2,3,0,0,0,0,7,1,0,
PR0050107,TO THE MOON SMOKE & VAPE,WESTERVILLE,TO THE MOON INDUSTRIES 2 LLC,8293 MARKET EXCHANGE DR,2,4,0,0,0,0,28,1,1,
PR0045858,CERTIFIED OIL *490,COLUMBUS,CERTIFIED OIL CORPORATION,2025 IKEA WY,2,3,1,0,0,0,9,1,0,
PR0045468,UNITED DAIRY FARMERS #674,COLUMBUS,UDF LIMITED PARTNERSHIP I,2191 POLARIS PKWY,2,0,0,0,0,0,0,20,1,
PR0045473,UNITED DAIRY FARMERS #652,WORTHINGTON,UDF LIMITED PARTNERSHIP II,7580 WORTH-GALENA RD,2,2,0,0,0,0,0,5,1,
PR0044597,LAZELLE BEER WINE DRIVE THRU,WESTERVILLE,CHETU LLC,451 LAZELLE RD,2,4,1,1,0,1,7,6,0,
PR0040959,CHATEAU WINE & SPIRITS,COLUMBUS,SIDDHI 117 LLC,2131 POLARIS PKWY,2,5,0,0,0,0,26,1,1,
PR0040426,KROGER FUEL CENTER #879,COLUMBUS,KROGER CO,1425 WORTHINGTON CENTRE DR,2,3,1,0,0,0,10,1,0,
PR0040090,KROGER #879,COLUMBUS,KROGER CO,1425 WORTHINGTON CTR DR,2,3,0,0,0,0,24,1,1,
PR0039844,DUCHESS I-71 & POLARIS PKWY #1622,COLUMBUS,ENGLEFIELD INC,1925 POLARIS PKWY,2,0,0,0,0,0,0,20,1,
PR0039604,TRUE NORTH STORE #675,COLUMBUS,TRUE NORTH ENERGY LLC,1955 POLARIS PKWY,2,2,1,0,0,0,11,5,0,
PR0039441,DUCHESS SHOPPE SANCUS BLVD #1270,WORTHINGTON,ENGLEFIELD INC,7525 SANCUS BLVD,2,5,1,0,0,0,14,1,1,
PR0039533,SPEEDWAY 3384,COLUMBUS,SPEEDWAY LLC,825 WORTHINGTON WOODS BLVD,2,1,0,0,0,0,13,10,0,
PR0039361,HUMIDOR PLUS,COLUMBUS,HUMIDOR PLUS INC,6157 CLEVELAND AVE,2,4,0,0,0,0,29,1,1,
PR0039073,CIRCLE K  #4705267,COLUMBUS,MAC'S CONVENIENCE STORES LLC,1573 SCHROCK RD,2,2,0,0,0,0,4,5,0,
PR0054462,EXOTIC PUFF N STUFF,COLUMBUS,EXOTIC PUFF N STUFF LLC,1496 BETHEL RD,2,3,1,0,0,0,6,1,0,
PR0053979,GET GO #3504,COLUMBUS,GETGO OPERATING LLC,2888 BETHEL RD,2,1,0,0,0,0,2,10,0,
PR0052565,PERFECT POUR BEVERAGE,DUBLIN,PERFECT POUR BEVERAGE LLC,2827 FESTIVAL LN,2,4,1,0,0,0,15,1,1,
PR0050355,SHEETZ #767,COLUMBUS,OHIO SPRINGS INC,1380 BETHEL RD,2,4,1,0,0,1,23,1,0,
PR0047688,MIDWEST WELLNESS STORE,COLUMBUS,MIDWEST WELLNESS COMPANIES LLC,5425 BETHEL SAWMILL CTR,2,5,0,0,0,0,27,1,1,
PR0046674,MEIJER GAS STATION #58,DUBLIN,MEIJER STORES LIMITED PARTNERSHIP,6155 SAWMILL RD,2,0,0,0,0,0,0,20,1,
PR0045854,QUENCHING CAVERNS,COLUMBUS,VIAAN LLC,5250 GODOWN RD,2,3,1,0,0,0,17,1,1,
PR0041172,TROPICAL TRENDS,COLUMBUS,TROPICAL TRENDS INC,2594 BETHEL RD,2,5,2,1,1,0,2,6,0,
PR0040652,GREAT VAPES,COLUMBUS,GREAT VAPES LLC,1294 BETHEL RD,2,2,1,0,0,0,26,5,1,
PR0040441,KROGER FUEL CENTER #818,COLUMBUS,KROGER CO,2090 CROWN PLAZA DR,2,1,0,0,0,0,4,10,0,
PR0040133,SPEEDWAY 9159,COLUMBUS,SPEEDWAY LLC,1790 HENDERSON RD,2,0,0,0,0,0,0,20,1,
PR0039870,LA MICHOACANA #8,COLUMBUS,LA MICHOACANA MEXICAN MARKET #4 LLC,5445 BETHEL SAWMILL CTR,2,5,1,0,0,0,28,1,1,
PR0039599,KROGER #818,COLUMBUS,KROGER CO,2090 CROWN PLAZA DR,2,0,0,0,0,0,0,20,1,
PR0039428,MARC'S UPPER ARLINGTON,COLUMBUS,MARC GLASSMAN INC,1828 W HENDERSON RD,2,2,0,0,0,0,30,5,1,
PR0039513,SPEEDWAY 9283,DUBLIN,SPEEDWAY LLC,5984 SAWMILL RD,2,5,1,1,0,1,17,6,0,
PR0039537,TRUE NORTH STORE #610,COLUMBUS,TRUE NORTH ENERGY LLC,2800 BETHEL RD,2,3,2,0,1,0,18,1,1,
PR0039564,SPEEDWAY 9147,COLUMBUS,SPEEDWAY LLC,1434 BETHEL RD,2,1,0,0,0,0,21,10,1,
PR0039242,CERTIFIED OIL #488,COLUMBUS,CERTIFIED OIL CORPORATION,1401 BETHEL RD,2,2,0,0,0,0,30,5,1,
PR0039080,3-C FOOD MART,DUBLIN,PINKU INC,5825 SAWMILL RD,2,1,0,0,0,0,10,10,0,
PR0051626,BEER ZONE,COLUMBUS,BEER ZONE LLC,4658 KENNY RD,3,4,1,0,0,1,12,1,0,
PR0046318,GURU WINES,WORTHINGTON,GURU WINES LLC,2285 W DUBLIN GRANVILLE RD STE 117,3,1,0,0,0,0,11,10,0,
PR0043322,WORTHINGTON MARATHON,WORTHINGTON,MANAS 99 LLC,911 HIGH ST,3,4,0,0,0,0,10,1,0,
PR0042668,HOUSE OF CIGAR,COLUMBUS,HOUSE OF CIGAR OF COLUMBUS INC,7099 HUNTLEY RD,3,0,0,0,0,0,0,20,1,
PR0042671,KROGER #273,WORTHINGTON,KROGER CO,60 WORTHINGTON SQ,3,2,0,0,0,0,27,5,1,
PR0042672,DUCHESS WORTHINGTON #1628,WORTHINGTON,ENGLEFIELD INC,7141 N HIGH ST,3,5,2,1,1,1,13,6,0,
PR0040779,NORTHWEST WINE & SPIRITS,COLUMBUS,MEERA 117 LTD,821 BETHEL RD,3,1,0,0,0,0,26,10,1,
PR0039614,UNITED DAIRY FARMERS #613,WORTHINGTON,UDF LIMITED PARTNERSHIP I,2204 W DUBLIN-GRANVILLE RD,3,3,0,0,0,0,21,1,1,
PR0039675,WALGREENS #09540,COLUMBUS,WALGREEN CO,4530 KENNY RD,3,5,1,0,0,0,20,1,1,
PR0039439,DUCHESS SHOPPE OLENTANGY & BETHEL #1267,COLUMBUS,ENGLEFIELD INC,5067 OLENTANGY RIVER RD,3,3,1,0,0,0,30,1,1,
PR0039278,DUCHESS SHOPPE LINWORTH #1271,WORTHINGTON,ENGLEFIELD INC,2230 W DUBLIN GRANVILLE RD,3,3,1,1,0,0,2,6,0,
PR0054161,SIRENS,COLUMBUS,CLEVELAND AVENUE CAFE INC,6190 CLEVELAND AVE,3,4,2,0,0,1,12,1,0,
PR0054038,HIGHLAND GROCERY MART,COLUMBUS,HIGHLAND GROCERY MART LLC,2538 MORSE RD,3,4,2,0,1,0,18,1,1,
PR0053870,THE EXHALE SHOP MARKET,COLUMBUS,THE EXHALE SHOP MARKET INC,1640 E DUBLIN GRANVILLE RD STE 7,3,5,1,0,0,1,5,1,0,
PR0053354,SMOKER SPIN 1,WESTERVILLE,SMOKER SPIN 1 LLC,5462 WESTERVILLE RD,3,2,0,0,0,0,25,5,1,
PR0052219,HUMBLE HEALTH,COLUMBUS,HUMBLE WELLNESS LLC,4430 WESTERVILLE RD,3,4,3,0,1,0,26,1,0,
PR0049687,AMBLE MART,COLUMBUS,M & T 6188 AMBLESIDE LLC,6188 AMBLESIDE DR,3,4,1,0,0,0,19,1,1,
PR0047067,JULIAN WIRELESS II,COLUMBUS,JUWAN WIRELESS LLC,2562 MORSE RD,3,3,0,0,0,0,17,1,1,
PR0045856,FIRST TOBACCO DISCOUNTERS,COLUMBUS,FIRST TOBACCO DISCOUNTERS LLC,5691 EMPORIUM SQ,3,4,1,0,0,0,23,1,1,
PR0043784,FAMILY DOLLAR STORES #32242,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,1541 SCHROCK RD,3,5,1,0,0,1,10,1,0,
PR0043077,TOBACCO OUTLET,COLUMBUS,KM BROTHERS CORP,5769 CLEVELAND AVE,3,2,1,1,0,0,21,10,1,
PR0041503,KARL BEVERAGE COMPANY,COLUMBUS,CHOHAN BROTHERS LLC,6733 KARL RD,3,5,2,1,0,0,11,6,0,
PR0040758,YATES BEVERAGE CENTER,COLUMBUS,TRINH PHAM TRAN,5773 CLEVELAND AVE,3,1,1,1,0,1,22,15,0,
PR0040615,BEDS 'N' STUFF,COLUMBUS,WATERBEDS 'N' STUFF INC,5846 COLUMBUS SQ,3,3,1,0,0,1,2,1,0,
PR0039624,TURKEY HILL MINIT MARKET STORE #701,COLUMBUS,TH MIDWEST INC,6195 CLEVELAND AVE,3,1,0,0,0,0,19,10,1,
PR0039655,WALGREENS #07525,COLUMBUS,WALGREEN CO,2150 E DUBLIN GRANVILLE RD,3,2,0,0,0,0,13,5,0,
PR0039656,SQUARE'S CARRY OUT,COLUMBUS,SHAYONA VIKUSH LLC,5870 COLUMBUS SQ,3,1,0,0,0,0,14,10,1,
PR0039434,DUCHESS #1634 EASTON,COLUMBUS,ENGLEFIELD INC,4024 MORSE RD,3,3,1,0,0,0,22,1,1,
PR0039460,FAMILY DOLLAR STORE #28375,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,1792 E DUBLIN GRANVILLE RD,3,2,0,0,0,0,18,5,1,
PR0039504,SPEEDWAY 5117,COLUMBUS,SPEEDWAY LLC,5657 CLEVELAND AVE,3,1,0,0,0,0,20,10,1,
PR0039539,TRUE NORTH STORE #602,COLUMBUS,TRUE NORTH ENERGY LLC,3970 MORSE RD,3,2,2,1,1,0,1,10,0,
PR0039229,DOLLAR GENERAL #8422,COLUMBUS,DOLGEN MIDWEST LLC/OB,5680 CLEVELAND AVE,3,4,0,0,0,0,29,1,1,
PR0039164,DOLLAR GENERAL #8351,COLUMBUS,DOLGEN MIDWEST LLC/OB,1660 E DUBLIN GRANVILLE RD,3,2,0,0,0,0,20,5,1,
PR0039079,3C FOOD MART,COLUMBUS,TAJS INC,4436 WESTERVILLE RD,3,2,0,0,0,0,7,5,0,
PR0055168,MIRACLE TRADING COMPANY,COLUMBUS,MIRACLE TRADING COMPANY,1915 TAMARACK CIR N,4,2,0,0,0,0,17,5,1,
PR0054734,PAK SMOKE,COLUMBUS,PAK SMOKE LLC,6116 BOARDWALK ST,4,1,0,0,0,0,12,10,0,
PR0053730,NEPALI BAZAAR,COLUMBUS,AYUSH GURUNG GROCERY LLC,1782 MORSE RD,4,5,1,1,0,0,24,6,1,
PR0053488,RP MART,COLUMBUS,D&K VENTURE INC,1263 E DUBLIN GRANVILLE RD,4,4,0,0,0,0,14,1,1,
PR0052645,MEADOWS CARRY OUT,COLUMBUS,MEADOWS CARRYOUT INC,5900 N MEADOWS BLVD,4,2,0,0,0,0,0,5,1,
PR0052318,HYDES MARKET,COLUMBUS,1414 MORSE RD INC,1414 MORSE RD,4,3,0,0,0,0,1,1,0,
PR0051949,MINERVA MARKET,COLUMBUS,MINERVA MART LLC,4951 CLEVELAND AVE,4,4,0,0,0,0,15,1,1,
PR0051885,CLOUD NINE,COLUMBUS,ON-TRACK OHIO LLC,2151 E DUBLIN GRANVILLE RD UNIT C,4,4,1,0,0,1,10,1,0,
PR0051486,LA MICHOACANA FRESH MARKET LLC,COLUMBUS,LA MICHOACANA FRESH MARKET LLC,939 E DUBLIN GRANVILLE RD,4,5,2,0,1,0,4,1,0,
PR0051088,BREW HOUSE EXPRESS DRIVE THRU,COLUMBUS,"THE BREW HOUSE EXPRESS DRIVE THRU, LLC",5311 SINCLAIR RD,4,5,2,1,0,0,1,6,0,
PR0050137,CIRCLE DRIVE THRU,COLUMBUS,SHRI HARIPRASADAM LLC,1848 TAMARACK CIR S,4,1,0,0,0,0,16,10,1,
PR0049932,MAPLE MARKET,COLUMBUS,BEER MART LLC,5709 MAPLE CANYON AVE,4,5,3,1,1,1,19,6,0,
PR0049886,SUNSHINE FOOD MARKET,COLUMBUS,MUBARAK TRADE LLC,5880 NORTHMEADOWS BLVD UNIT A,4,5,1,0,0,1,17,1,0,
PR0049883,CIRCLE SMOKE SHOP,COLUMBUS,HARI PRABODHAM LLC,1852 TAMARACK CIR S,4,1,1,0,0,0,1,10,0,
PR0049631,SUNSHINE GROCERY,COLUMBUS,SUNSHINE GROCCERY LLC,4583 MORSE CENTER RD,4,4,1,1,0,0,16,6,1,
PR0048983,SILVER SMILE,COLUMBUS,5346GS LLC,5346 SINCLAIR RD,4,2,0,0,0,0,10,5,0,
PR0048498,SHEETZ #724,COLUMBUS,OHIO SPRINGS INC,975 E DUBLIN GRANVILLE RD,4,2,0,0,0,0,13,5,0,
PR0047004,JEDDO HOOKAH,COLUMBUS,JEDDO HOOKAH LLC,5615 CLEVELAND AVE,4,1,0,0,0,0,9,10,0,
PR0045646,INDRENI MART GROCERY,COLUMBUS,INDRENI LLC,1565 E DUBLIN GRANVILLE RD,4,1,0,0,0,0,14,10,1,
PR0044833,SMOKE OUTLET,COLUMBUS,IHSAN 4 INC,2471 E DUBLIN GRANVILLE RD,4,3,0,0,0,0,4,1,0,
PR0044270,CIRCLE MART,COLUMBUS,JAY AMBE 221 LLC,1876 TAMARACK CIR S,4,3,0,0,0,0,14,1,1,
PR0044246,SUNOCO GAS,COLUMBUS,PREM FUEL LLC,4840 SINCLAIR RD,4,5,1,0,0,1,11,1,0,
PR0043134,ASWAQ BALADNA,COLUMBUS,5565 CLEVELAND AVE LLC,2487 E DUBLIN GRANVILLE RD,4,1,0,0,0,0,2,10,0,
PR0042897,TAMARACK SUNOCO,COLUMBUS,JKAR LLC,1886 TAMARACK CIR S,4,1,0,0,0,0,5,10,0,
PR0041293,PARKVILLE MARKET,COLUMBUS,OM SHIV SHANKAR LLC,5705 PARKVILLE ST,4,5,2,1,0,0,26,6,0,
PR0040768,ABC LIQUOR,COLUMBUS,ABC LIQUOR CORPORATION,1571 E DUBLIN GRANVILLE RD,4,4,0,0,0,0,2,1,0,
PR0040643,BEDS 'N' STUFF,COLUMBUS,WATERBEDS 'N' STUFF INC,2230 MORSE RD,4,2,1,0,0,0,10,5,0,
PR0040120,NEPALI MART,COLUMBUS,TARA INTERNATIONAL MART LLC,1480 MORSE RD,4,1,0,0,0,0,22,10,1,
PR0040080,IMAGE GROCERY,COLUMBUS,IMAGE GROCERY LLC,4669 MORSE CENTRE RD,4,2,0,0,0,0,17,5,1,
PR0040086,FAMILY DOLLAR STORE #24540,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,937 E DUBLIN GRANVILLE RD,4,3,0,0,0,0,23,1,1,
PR0040089,SANDALWOOD SUPERMARKET,COLUMBUS,5459 SANDALWOOD INC,5461 SANDALWOOD BLVD,4,4,1,0,0,1,3,1,0,
PR0039725,MORSE & CLEVELAND SHELL,COLUMBUS,MORSE & CLEVELAND ENTERPRISES LLC,4431 CLEVELAND AVE,4,4,2,0,0,0,23,1,0,
PR0039576,SUPER SPEEDY,COLUMBUS,1585 E DUBLIN GRANVILLE INC,1585 E DUBLIN GRANVILLE RD,4,4,2,1,1,1,1,6,0,
PR0039412,MORSE QUICK MART,COLUMBUS,THIND PETROLEUM INC,1570 MORSE RD,4,4,1,0,0,0,10,1,0,
PR0039477,FAMILY DOLLAR STORE #24764,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,2485 E DUBLIN GRANVILLE RD,4,3,0,0,0,0,6,1,0,
PR0039509,SPEEDWAY 9340,COLUMBUS,SPEEDWAY LLC,5735 MAPLE CANYON AVE,4,0,0,0,0,0,0,20,1,
PR0039531,SPEEDWAY 9775,COLUMBUS,SPEEDWAY LLC,821 E DUBLIN GRANVILLE RD,4,5,0,0,0,0,0,1,1,
PR0039082,3 C PLUS FOOD MART,COLUMBUS,1790 MORSE RD INC,1790 MORSE RD,4,1,1,1,0,0,17,15,1,
PR0055418,TOBACCO PLUS MINI MART,WESTERVILLE,786 HAMILTON LLC,6457 N HAMILTON RD,4,2,0,0,0,0,10,5,0,
PR0055367,COLLEGE CENTRAL PETROLEUM,WESTERVILLE,COLLEGE CENTRAL PETROLEUM LLC,6809 N HAMILTON RD,4,3,0,0,0,0,28,1,1,
PR0053977,GET GO #3528,COLUMBUS,GETGO OPERATING LLC,5465 NEW ALBANY RD W,4,5,1,0,0,1,24,1,0,
PR0052646,NA SMOKE SHOP,COLUMBUS,NA SMOKE SHOP LLC,5597 N HAMILTON RD,4,2,0,0,0,0,20,5,1,
PR0051832,KROGER #871 FUEL CENTER,COLUMBUS,KROGER CO,5420 N HAMILTON RD,4,3,0,0,0,0,4,1,0,
PR0051249,LATERALUS GLASS,WESTERVILLE,"LATERALUS, LTD",5132 WALHAM GREEN RD APT. 301,4,4,0,0,0,0,23,1,1,
PR0048045,SHEETZ #720,NEW ALBANY,OHIO SPRINGS INC,6229 E DUBLIN GRANVILLE RD,4,5,3,0,1,0,13,1,0,
PR0040436,KROGER FUEL CENTER #881,NEW ALBANY,KROGER CO,5161 HAMPSTED VILLAGE CENTER WY,4,5,1,1,0,1,28,6,0,
PR0040123,MEIJER GAS #114,COLUMBUS,MEIJER STORES LTD PARTNERSHIP,5030 N HAMILTON RD,4,5,1,0,0,1,16,1,0,
PR0040088,KROGER #881,NEW ALBANY,KROGER CO,5161 HAMPSTED VILLAGE CENTER WY,4,1,0,0,0,0,9,10,0,
PR0040104,WALGREENS #09541,NEW ALBANY,WALGREEN CO,5555 NEW ALBANY RD E,4,3,0,0,0,0,28,1,1,
PR0040067,WINE & BREW EMPORIUM,WESTERVILLE,BVM OHIO INC,6154 S SUNBURY RD UNIT B,4,1,0,0,0,0,2,10,0,
PR0039649,UNITED DAIRY FARMERS #677,WESTERVILLE,UDF LIMITED PARTNERSHIP II,5230 WARNER RD,4,2,0,0,0,0,30,5,1,
PR0039680,WALGREENS #09093,COLUMBUS,WALGREEN CO,5195 N HAMILTON RD,4,2,0,0,0,0,31,5,1,
PR0039438,DUCHESS COLUMBUS #1631,COLUMBUS,ENGLEFIELD INC,4835 N HAMILTON RD,4,3,2,1,1,0,30,6,1,
PR0039557,SPEEDWAY 1193,COLUMBUS,SPEEDWAY LLC,4240 MORSE RD,4,2,0,0,0,0,6,5,0,
PR0039559,SPEEDWAY 8345,COLUMBUS,SPEEDWAY LLC,4830 N HAMILTON RD,4,5,1,0,0,0,11,1,0,
PR0039311,GIANT EAGLE #6528,COLUMBUS,TAMARKIN CO,5461 NEW ALBANY RD W,4,5,3,0,1,0,16,1,0,
PR0039244,EASTON MART,COLUMBUS,MALIK INC,4242 MORSE RD,4,4,1,0,0,0,22,1,1,
PR0055370,DON'S DRIVE THRU,HILLIARD,SP RETAIL GROUP LLC,2618 HILLIARD ROME RD,5,2,0,0,0,0,24,5,1,
PR0052930,SHEETZ #849 - WALCUTT,COLUMBUS,OHIO SPRINGS INC,4881 ROBERTS RD,5,5,0,0,0,0,30,1,1,
PR0052040,PARADISE SMOKE N VAPE,HILLIARD,NAZAL LLC,2127 HILLIARD  ROME RD,5,4,1,0,0,1,35,1,0,
PR0051470,SHEETZ #757,COLUMBUS,OHIO SPRINGS INC,930 HILLIARD ROME RD,5,4,1,1,0,0,3,6,0,
PR0047183,SMOKE PALACE,GALLOWAY,SMOKE PALACE LLC,5678 W BROAD ST,5,1,0,0,0,0,12,10,0,
PR0046880,MK 57 VAPE,HILLIARD,RONE26 LLC,2602 HILLIARD ROME RD,5,3,1,0,0,1,15,1,0,
PR0045853,JERUSALEM HALAL MARKET,HILLIARD,JERUSALEM HALAL MARKET INC,5410 ROBERTS RD,5,1,1,1,0,0,11,15,0,
PR0043129,BUCKS SMOKE SHOP,HILLIARD,BUCKS CARRYOUT LLC,5051 ROBERTS RD,5,3,1,0,0,0,8,1,0,
PR0042073,ISLANDS DRIVE THRU,HILLIARD,JALARAM DHAM LLC,2157 HILLIARD ROME RD,5,2,0,0,0,0,30,5,1,
PR0041146,DUCHESS I-70 & ROME HILLIARD #1623,COLUMBUS,ENGLEFIELD INC,925 HILLIARD ROME RD,5,0,0,0,0,0,0,20,1,
PR0040740,DOLLAR GENERAL #06035,COLUMBUS,DOLGEN MIDWEST LLC/OB,3150 HILLIARD ROME RD,5,5,1,0,0,0,2,1,0,
PR0040612,KROGER FUEL CENTER #623,GALLOWAY,KROGER CO,5750 W BROAD ST,5,5,1,1,0,1,9,6,0,
PR0040437,KROGERS FUEL CENTER #867,HILLIARD,KROGER CO,2525 HILLIARD-ROME RD,5,1,0,0,0,0,25,10,1,
PR0040148,SANTIAGO SUPERMARKET,HILLIARD,SANTIAGO SUPERMARKET LLC,5431 ROBERTS RD,5,4,0,0,0,0,35,1,1,
PR0040139,KROGER #867,HILLIARD,KROGER CO,2525 HILLIARD ROME RD,5,1,0,0,0,0,19,10,1,
PR0040082,DARBY SUNOCO,HILLIARD,HATEM OIL LLC,4537 SCIOTO DARBY RD,5,4,0,0,0,0,13,1,0,
PR0040099,MEIJER GAS #104,COLUMBUS,MEIJER STORES LTD PARTNERSHIP,1675 HILLIARD ROME RD,5,5,0,0,0,0,11,1,0,
PR0039610,TRUE NORTH STORE #608,COLUMBUS,TRUE NORTH ENERGY LLC,1500 HILLIARD ROME RD,5,4,3,0,1,0,27,1,0,
PR0039613,KROGER #623,GALLOWAY,KROGER CO,5800 W BROAD ST,5,2,0,0,0,0,33,5,1,
PR0039638,SPEEDWAY 9298,COLUMBUS,SPEEDWAY LLC,1700 HILLIARD ROME RD,5,4,1,1,0,0,10,6,0,
PR0039646,SPEEDWAY 9265,HILLIARD,SPEEDWAY LLC,2567 WALCUTT RD,5,5,1,0,0,1,4,1,0,
PR0039681,WALGREENS #07523,GALLOWAY,WALGREEN CO,5690 W BROAD ST,5,2,0,0,0,0,1,5,0,
PR0039496,FAMILY DOLLAR STORE #26200,COLUMBUS,FAMILY DOLLAR STORES OF OHIO LLC,5061 ROBERTS RD,5,4,1,0,0,1,27,1,0,
PR0039107,FISHER ROAD BELL STORE #124,COLUMBUS,BELL STORES INC,5501 FISHER RD,5,4,1,0,0,0,35,1,1,
PR0054841,TOBACCO PLUS,COLUMBUS,TOBACCO PLUS HAYDEN CORP,2966 HAYDEN RD,5,5,3,0,0,0,11,1,0,
PR0054738,DAHAB RESTAURANT AND CAFE,HILLIARD,BEST FOOD OHIO LLC,3708 FISHINGER BLVD,5,1,0,0,0,0,20,10,1,
PR0052566,FRANTZ ROAD MARKET,DUBLIN,FRANTZ ROAD MARKET LLC,5744 FRANTZ RD,5,3,2,1,1,0,2,6,0,
PR0052213,WEST HENDERSON MARKET,COLUMBUS,WEST HENDERSON MARKET LLC,2264 W HENDERSON RD,5,2,1,1,0,1,27,10,0,
PR0051864,BUCKEYE WINE & SPIRITS,COLUMBUS,CITY LIQUOR LLC,506-510 ACKERMAN RD,5,2,0,0,0,0,13,5,0,
PR0051797,MAZAJ HOOKAH LOUNGE,COLUMBUS,MAZAJ HOOKAH LOUNGE INC,4223 ROBERTS RD,5,4,0,0,0,0,4,1,0,
PR0049925,ROBERTS ROAD MARATHON,COLUMBUS,ROBERTS PETROLEUM LLC,4400 ROBERTS RD,5,2,0,0,0,0,16,5,1,
PR0045577,THORNTON #501,COLUMBUS,THORNTONS LLC,2333 N WILSON RD,5,1,0,0,0,0,3,10,0,
PR0043118,LION'S DEN,COLUMBUS,AMERICAN PRIDE VII INC,4375 ROBERTS RD,5,3,0,0,0,0,2,1,0,
PR0042002,TINDER BOX #378,DUBLIN,DIBIASE CIGARS INC,5881-87 KARRIC SQUARE DR,5,1,0,0,0,0,35,10,1,
PR0041046,BARLEY BIN OF DUBLIN,DUBLIN,ELZIE OREE VENTURES LLC,5931 KARRIC SQUARE DR,5,3,2,0,0,0,26,1,0,
PR0040097,TRUE NORTH STORE #676,HILLIARD,TRUE NORTH ENERGY LLC,3975 RIDGE MILL DR,5,4,0,0,0,0,3,1,0,
PR0039552,SPEEDWAY 9356,COLUMBUS,SPEEDWAY LLC,3611 FISHINGER BLVD,5,1,0,0,0,0,25,10,1,
PR0039558,SPEEDWAY 1180,COLUMBUS,SPEEDWAY LLC,4494 KENNY RD,5,1,0,0,0,0,13,10,0,
PR0039310,GIANT EAGLE #6504,COLUMBUS,TAMARKIN CO,4747 SAWMILL RD,5,2,0,0,0,0,32,5,1,
PR0039172,HENDERSON RD SUNOCO 12,COLUMBUS,GMB CONVENIENCE INC,2122 W HENDERSON RD,5,5,0,0,0,0,23,1,1,
PR0055434,PUFF AVE,COLUMBUS,RISEN GROUP LLC,4382 INDIANOLA AVE,6,4,1,0,0,1,5,1,0,
