Facility ID,Name,Site Address,City
378,KROGER FUEL CENTER #990,2161 EAKIN RD,COLUMBUS
379,KROGER FUEL CENTER #N-514,3598 GENDER RD,CANAL WINCHESTER
380,KROGER N593,1745 MORSE RD,COLUMBUS
381,KROGERS FUEL CENTER #867,2525 HILLIARD-ROME RD,HILLIARD
382,LA CHAVETA CIGAR LOUNGE,3293 N HIGH ST,COLUMBUS
383,LA MICHOACANA #7,534 NORTON RD,COLUMBUS
384,LA MICHOACANA #8,5445 BETHEL SAWMILL CTR,COLUMBUS
385,LA MICHOACANA FRESH MARKET LLC,939 E DUBLIN GRANVILLE RD,COLUMBUS
386,LA MICHOACANA MARKET #2,3629 SULLIVANT AVE,COLUMBUS
387,LA MICHOACANA MEXICAN MARKET #1,3881 CLEVELAND AVE,COLUMBUS
388,LA MICHOACANA MKT #6,3160 S HAMILTON RD,COLUMBUS
389,LAS PALOMAS,2915 E 5TH AVE,COLUMBUS
390,LATERALUS GLASS,5132 WALHAM GREEN RD APT. 301,WESTERVILLE
391,LAYLA'S SMOKE SHOP,2498 SUMMIT ST,COLUMBUS
392,LAZELLE BEER WINE DRIVE THRU,451 LAZELLE RD,WESTERVILLE
393,LD SUNOCO,849 E 5TH AVE,COLUMBUS
394,LEONARD MARKET,2070 LEONARD AVE STE F,COLUMBUS
395,LINDA'S MARKET,2165 COURTRIGHT RD,COLUMBUS
396,LION'S DEN,3586 W DUBLIN GRANVILLE RD,COLUMBUS
397,LION'S DEN,4315 KIMBERLY PKWY,COLUMBUS
398,LION'S DEN,4375 ROBERTS RD,COLUMBUS
399,LION'S DEN - BEXLEY RETAIL 47 LLC,1144 ALUM CREEK DR,COLUMBUS
400,LION'S DEN - GRANDVIEW RETAIL 58 LLC,1055 W FIFTH AVE,COLUMBUS
401,LIVINGSTON & HAMILTON SHELL,4425 E LIVINGSTON AVE,COLUMBUS
402,LIVINGSTON EXXON,2097 E LIVINGSTON AVE,COLUMBUS
403,LIVINGSTON MARKET,1619 E LIVINGSTON AVE,COLUMBUS
404,LIVINGSTON SHELL,1937 E LIVINGSTON AVE,COLUMBUS
405,LIVINGSTON SUNOCO,3172 E LIVINGSTON AVE,COLUMBUS
406,LK GROCERY LLC / LK NEPALI BAZAAR,988-992 N WAGGONER RD,BLACKLICK
407,LOCKBOURNE FAST MART,1333 LOCKBOURNE RD,COLUMBUS
408,LOCKBOURNE MART,1119 LOCKBOURNE RD,COLUMBUS
409,LOCKBOURNE MOBIL,1509 LOCKBOURNE RD,COLUMBUS
410,LOCKBOURNE SMOKE SHOP,1730 LOCKBOURNE RD,COLUMBUS
411,LOCKBOURNE SUNOCO,1711 LOCKBOURNE RD,COLUMBUS
412,LOUIE'S DRIVE THRU,3896 REFUGEE RD,COLUMBUS
413,M & J CARRYOUT,1958 SULLIVANT AVE,COLUMBUS
414,M & M MARKET & CARRYOUT,1596 OAKLAND PARK AVE,COLUMBUS
415,M & R WINE SHOP,1553 E MAIN ST,COLUMBUS
416,M & S CARRYOUT,590 GEORGESVILLE RD,COLUMBUS
417,M EXPRESS MARKET,2305 W BROAD ST,COLUMBUS
418,MAIZE MARKET,3310 MAIZE RD,COLUMBUS
419,MANGOS,21 SMITH PL,COLUMBUS
420,MANOR CARRYOUT,579-81 WEDGEWOOD DR,COLUMBUS
421,MAPLE MARKET,5709 MAPLE CANYON AVE,COLUMBUS
422,MARATHON,1466 S HAMILTON RD,COLUMBUS
423,MARATHON,3464 SULLIVANT AVE,COLUMBUS
424,MARATHON,3760 SNOUFFER RD STE A,COLUMBUS
425,MARATHON EXPRESS,3434 PARSONS AVE,COLUMBUS
426,MARATHON FOOD MARKET,1226 GEORGESVILLE RD,COLUMBUS
427,MARATHON REFUGEE,6750 REFUGEE RD,CANAL WINCHESTER
428,MARC'S UPPER ARLINGTON,1828 W HENDERSON RD,COLUMBUS
429,MAYA CAFE & HOOKAH,2367-69 N HIGH ST,COLUMBUS
430,MAZAJ HOOKAH LOUNGE,4223 ROBERTS RD,COLUMBUS
431,MCGUFFEY MARKET,1066 E HUDSON ST,COLUMBUS
432,MEADOWS CARRY OUT,5900 N MEADOWS BLVD,COLUMBUS
433,MEIJER GAS #104,1675 HILLIARD ROME RD,COLUMBUS
434,MEIJER GAS #114,5030 N HAMILTON RD,COLUMBUS
435,MEIJER GAS #212,7930 E BROAD ST,REYNOLDSBURG
436,MEIJER GAS STATION #58,6155 SAWMILL RD,DUBLIN
437,MEISTER'S BAR,1168 CHAMBERS RD,COLUMBUS
438,MI FAMILIA MARKET,2331 W BROAD ST,COLUMBUS
439,MIDNIGHT HOOKAH,1167 MT PLEASANT AVE,COLUMBUS
440,MIDWEST WELLNESS STORE,5425 BETHEL SAWMILL CTR,COLUMBUS
441,MIKE FOOD MART,2660 NOE BIXBY RD,COLUMBUS
442,MIKE'S MARKET,3327-29 MAIZE RD,COLUMBUS
443,MILHEM MARKET,1562 WATKINS RD,COLUMBUS
444,MINERVA MARKET,4951 CLEVELAND AVE,COLUMBUS
445,MIRACLE TRADING COMPANY,1915 TAMARACK CIR N,COLUMBUS
446,MK 57 VAPE,2602 HILLIARD ROME RD,HILLIARD
447,MOBIL FIFTH AVE,1773 E 5TH AVE,COLUMBUS
448,MOBIL MART,2635 W BROAD ST,COLUMBUS
449,MOBIL MART,2727 CLEVELAND AVE,COLUMBUS
450,MOBILE MART,2835 WESTERVILLE RD,COLUMBUS
451,MOBILE MART,830 PARSONS AVE,COLUMBUS
452,MORSE & CLEVELAND SHELL,4431 CLEVELAND AVE,COLUMBUS
453,MORSE QUICK MART,1570 MORSE RD,COLUMBUS
454,MOUND STREET MARKET,1690 W MOUND ST,COLUMBUS
455,MOUND STREET SUNOCO,1102 W MOUND ST,COLUMBUS
456,MOZ MOZ,2700 N HIGH ST,COLUMBUS
457,MYRA DISCOUNT TOBACCO,7095 E BROAD ST STE B,COLUMBUS
458,N & N SUPERMARKET,2240 SULLIVANT AVE,COLUMBUS
459,N HIGH BP,5385 N HIGH ST,COLUMBUS
460,NA SMOKE SHOP,5597 N HAMILTON RD,COLUMBUS
461,NABBY'S CARRYOUT,1235 E HUDSON ST,COLUMBUS
462,NATURAL NECESSITIES,3130 E LIVINGSTON AVE,COLUMBUS
463,NAZANA'S PARADISE DRIVE THRU,1540 W MOUND ST,COLUMBUS
464,NELSON CONVENIENCE STORE,155 NATIONWIDE BLVD STE 115,COLUMBUS
465,NEPALI BAZAAR,1782 MORSE RD,COLUMBUS
466,NEPALI MART,1480 MORSE RD,COLUMBUS
467,NEW BOTTLE CAP BEVERAGE,3020 E LIVINGSTON AVE,COLUMBUS
468,NIELSEN'S  #17,400 N HIGH ST STE 101-3,COLUMBUS
469,NIELSONS,3 NATIONWIDE PLZ,COLUMBUS
470,NOE BIXBY DRIVE THRU,2960 NOE BIXBY RD,COLUMBUS
471,NOE BIXBY MARATHON,4755 REFUGEE RD,COLUMBUS
472,NORTH BROADWAY SUNOCO,700 E NORTH BROADWAY ST,COLUMBUS
473,NORTH CAMPUS FOOD MART,2424 N HIGH ST,COLUMBUS
474,NORTH LINDEN MARKET,1580 JOYCE AVE,COLUMBUS
475,NORTHLAND MARKET,4312 KARL RD,COLUMBUS
476,NORTHWEST CARRYOUT,1281 W 5TH AVE,COLUMBUS
477,NORTHWEST WINE & SPIRITS,821 BETHEL RD,COLUMBUS
478,NORTON MARATHON,385 NORTON RD,COLUMBUS
479,NORTON ROAD DRIVE THRU,550 NORTON RD,COLUMBUS
480,NORTON SUNOCO,552 NORTON RD,COLUMBUS
481,NV BAR & LOUNGE,797 ST CLAIR AVE,COLUMBUS
482,ONE STOP,4305 EASTLAND SQUARE DR,COLUMBUS
483,ONE STOP MARKET,1447 S HAMILTON RD,COLUMBUS
484,OUT OF THIS WORLD FLOWER COMPANY,1505 FREBIS AVE UNIT A,COLUMBUS
485,OUTLET SMOKE SHOP,6091 MCNAUGHTEN CTR,COLUMBUS
486,PACE HIGH CARRYOUT,3179 N HIGH ST,COLUMBUS
487,PAK SMOKE,6116 BOARDWALK ST,COLUMBUS
488,PALMER'S BEVERAGE CENTER,3375 INDIANOLA AVE,COLUMBUS
489,PARADISE SMOKE N VAPE,2127 HILLIARD  ROME RD,HILLIARD
490,PARKVILLE MARKET,5705 PARKVILLE ST,COLUMBUS
491,PARKWOOD MARKET,2207 PARKWOOD AVE,COLUMBUS
492,PARSONS EXPRESS,1526 PARSONS AVE,COLUMBUS
493,PARSONS MARATHON,959 PARSONS AVE,COLUMBUS
494,PERFECT POUR BEVERAGE,2827 FESTIVAL LN,DUBLIN
495,PHARAOHS HOOKAH CAFE,1460 N HIGH ST,COLUMBUS
496,PICK & GO,805 E MAIN ST,COLUMBUS
497,PILOT TRAVEL CENTER #213,3600 INTERCHANGE RD,COLUMBUS
498,PIZZA CHATEAU,2602 EAKIN RD,COLUMBUS
499,PJ'S DRIVE THRU,1973 HARD RD,COLUMBUS
500,PJ'S GRILL,15 E FRAMBES AVE,COLUMBUS
501,PLANET 7 SMOKE SHOP,1721 S HIGH ST,COLUMBUS
502,PLANET PUFF,2530 SULLIVANT AVE,COLUMBUS
503,PLANET PUFF,383 WILSON AVE,COLUMBUS
504,PLAZA FOOD,1050 MT VERNON AVE,COLUMBUS
505,POWELL SHELL,2080 SUMMIT ROW BLVD,POWELL
506,POWER FLOWER,958 W BROAD ST,COLUMBUS
507,PUFF AVE,4382 INDIANOLA AVE,COLUMBUS
508,PUFF CRAZE,2792 STELZER RD,COLUMBUS
509,PUFF PALACE,5562 N HIGH ST,COLUMBUS
510,QUARRY MARKET,2954 MCKINLEY AVE,COLUMBUS
511,QUENCHING CAVERNS,5250 GODOWN RD,COLUMBUS
512,QUICK & EASY MART,4197 CLEVELAND AVE,COLUMBUS
513,QUICK AND COLD DRIVE THRU,1550 LOCKBOURNE RD,COLUMBUS
514,QUICK CARRYOUT,2934 S HIGH ST,COLUMBUS
515,QUICK STOP,2776 E 5TH AVE,COLUMBUS
516,RAMA  FOODMART & DELI,334 N 20TH ST,COLUMBUS
517,REFUGEE FOOD MART,3877 REFUGEE RD,COLUMBUS
518,RIDERS HUT,3322 W BROAD ST,COLUMBUS
519,RIDI PETROLEUM,1401 SULLIVANT AVE,COLUMBUS
520,ROBERTS ROAD MARATHON,4400 ROBERTS RD,COLUMBUS
521,ROCKY HOC,2448 S HIGH ST,COLUMBUS
522,ROSCO'S MARKET,2500 SULLIVANT AVE,COLUMBUS
523,RP MART,1263 E DUBLIN GRANVILLE RD,COLUMBUS
524,SAHARA SHI-SHA CAFE,20 E ARCADIA AVE,COLUMBUS
525,SALLY'S MARKET,740 SULLIVANT AVE,COLUMBUS
526,SAMO MARKET,4420 WALFORD ST,COLUMBUS
527,SAM'S CARRY OUT,860 N CASSADY AVE,COLUMBUS
528,SAM'S DRIVE THRU,2357 SULLIVANT AVE,COLUMBUS
529,SAM'S FOOD SHOP,981 SULLIVANT AVE,COLUMBUS
530,SANCUS CARRYOUT,8296 SANCUS BLVD,WESTERVILLE
531,SANDALWOOD SUPERMARKET,5461 SANDALWOOD BLVD,COLUMBUS
532,SANTIAGO SUPERMARKET,5431 ROBERTS RD,HILLIARD
533,SAVE WAY MARKET,1370 SULLIVANT AVE,COLUMBUS
534,SAVE WAY MINI MART,2585 W BROAD ST,COLUMBUS
535,SAVOR GROWL,2991 INDIANOLA AVE,COLUMBUS
536,SAVOR PINT,4440 INDIANOLA AVE,COLUMBUS
537,SCIOTO DOWN - SPORTS BAR & PATIO BAR,6000 S HIGH ST,COLUMBUS
538,SCIOTO DOWNS,6000 S HIGH ST,COLUMBUS
539,SCIOTO DOWNS GAMING BUILDING,6000 S HIGH ST,COLUMBUS
540,SCIOTO DOWNS GAMING BUILDING,6000 S HIGH ST,COLUMBUS
541,SHANGRILA MART,7199 E BROAD ST,BLACKLICK
542,SHARON SQUARE WINE SHOP,5590 N HIGH ST,COLUMBUS
543,SHATTER HOUSE,1216 PARSONS AVE,COLUMBUS
544,SHEETZ #714,2700 BRICE RD,REYNOLDSBURG
545,SHEETZ #720,6229 E DUBLIN GRANVILLE RD,NEW ALBANY
546,SHEETZ #722,3999 S HAMILTON RD,GROVEPORT
547,SHEETZ #723,2840 JOHNSTOWN RD,COLUMBUS
548,SHEETZ #724,975 E DUBLIN GRANVILLE RD,COLUMBUS
549,SHEETZ #725,1555 POLARIS PKWY,COLUMBUS
550,SHEETZ #738,1485 N CASSADY AVE,COLUMBUS
551,SHEETZ #757,930 HILLIARD ROME RD,COLUMBUS
552,SHEETZ #758,920 POLARIS PKWY,COLUMBUS
553,SHEETZ #767,1380 BETHEL RD,COLUMBUS
554,SHEETZ #825 - HIGH CROSS,161 E CAMPUS VIEW BLVD,COLUMBUS
555,SHEETZ #849 - WALCUTT,4881 ROBERTS RD,COLUMBUS
556,SHEETZ #862,7480 SAWMILL RD,COLUMBUS
557,SHEETZ #882,5757 W BROAD ST,COLUMBUS
558,SHELL,4751 E MAIN ST,COLUMBUS
559,SHELL HUDSON AND I-71,666 E HUDSON ST,COLUMBUS
560,S-HI CARRYOUT,3250 S HIGH ST,COLUMBUS
561,SHOBIS MARKET,1650 PARSONS AVE,COLUMBUS
562,SHOP 614,1949 ZETTLER CENTER DR,COLUMBUS
563,SILVER SMILE,5346 SINCLAIR RD,COLUMBUS
564,SIRENS,6190 CLEVELAND AVE,COLUMBUS
565,SMART STOP DRIVE THRU,6830 REFUGEE RD,COLUMBUS
566,SMOKE & CELLULAR EXPRESS,910 E HUDSON ST,COLUMBUS
567,SMOKE 2 VAPE & TOBACCO,7650 SAWMILL RD,DUBLIN
568,SMOKE 614,2465 N HIGH ST,COLUMBUS
569,SMOKE HOUSE PLUS,4950 N HIGH ST,COLUMBUS
570,SMOKE HUB,1119 WORTHINGTON WOODS BLVD,WORTHINGTON
571,SMOKE N GULP,5630 HALL RD,GALLOWAY
572,SMOKE OUTLET,1019 W BROAD ST,COLUMBUS
573,SMOKE OUTLET,1635 PARSONS AVE,COLUMBUS
574,SMOKE OUTLET,2471 E DUBLIN GRANVILLE RD,COLUMBUS
575,SMOKE PALACE,5678 W BROAD ST,GALLOWAY
576,SMOKE PLUS FIVE,2671 PALMETTO ST,COLUMBUS
577,SMOKE SHOP,1898 HARD RD,COLUMBUS
578,SMOKE SHOP,6520 HAYDEN RUN RD UNIT 4,HILLIARD
579,SMOKE SHOP 1,1597 W 5TH AVE,COLUMBUS
580,SMOKE SHOP CIGARS,3581 REFUGEE RD,COLUMBUS
581,SMOKE ZONE SMOKE SHOP,1202 N HIGH ST,COLUMBUS
582,SMOKE ZONE SMOKE SHOP,4 E 13TH AVE,COLUMBUS
583,SMOKER SPIN 1,5462 WESTERVILLE RD,WESTERVILLE
584,SMOKER WORLD,5043 TUTTLE CROSSING BLVD STE 164,DUBLIN
585,SMOKER ZONE,8927 S OLD STATE RD,LEWIS CENTER
586,SMOKER ZONE,970 GALLOWAY RD,GALLOWAY
587,SMOKIE TALKIE,1230 DEMOREST RD,COLUMBUS
588,SMVC STORE,855 S WEYANT AVE,COLUMBUS
589,SNAG DELIVERY RETAIL STORE (OSU),1882 N HIGH ST,COLUMBUS
590,SOUSSY MARKET,1950 N 4TH ST UNIT M,COLUMBUS
591,SOUTH ASIAN BAZAAR,1995 MORSE RD,COLUMBUS
592,SOUTH HIGH MOBIL,2727 S HIGH ST,COLUMBUS
593,SOUTH HIGH SMOKE SHOP,3396 S HIGH ST,COLUMBUS
594,SPARTANS MARKET,4992 LINDORA DR,COLUMBUS
595,SPEEDWAY 1180,4494 KENNY RD,COLUMBUS
596,SPEEDWAY 1193,4240 MORSE RD,COLUMBUS
597,SPEEDWAY 1204,6399 REFUGEE RD,CANAL WINCHESTER
598,SPEEDWAY 1216,6175 E LIVINGSTON AVE,COLUMBUS
599,SPEEDWAY 2034,2875 STELZER RD,COLUMBUS
600,SPEEDWAY 3323,1442 N CASSADY AVE,COLUMBUS
601,SPEEDWAY 3384,825 WORTHINGTON WOODS BLVD,COLUMBUS
602,SPEEDWAY 4275,7860 E BROAD ST,BLACKLICK
603,SPEEDWAY 5117,5657 CLEVELAND AVE,COLUMBUS
604,SPEEDWAY 5128,3860 S HIGH ST,COLUMBUS
605,SPEEDWAY 5235,635 WEBER RD,COLUMBUS
606,SPEEDWAY 5238,955 S GALLOWAY RD,GALLOWAY
607,SPEEDWAY 5284,799 N WILSON RD,COLUMBUS
608,SPEEDWAY 6202,744 W 5TH AVE,COLUMBUS
609,SPEEDWAY 8345,4830 N HAMILTON RD,COLUMBUS
610,SPEEDWAY 9147,1434 BETHEL RD,COLUMBUS
611,SPEEDWAY 9151,4901 E MAIN ST,COLUMBUS
612,SPEEDWAY 9159,1790 HENDERSON RD,COLUMBUS
613,SPEEDWAY 9165,3233 REFUGEE RD,COLUMBUS
614,SPEEDWAY 9249,3974 CLEVELAND AVE,COLUMBUS
615,SPEEDWAY 9263,6425 E BROAD ST,COLUMBUS
616,SPEEDWAY 9265,2567 WALCUTT RD,HILLIARD
617,SPEEDWAY 9268,1505 HARRISBURG PIKE,COLUMBUS
618,SPEEDWAY 9270,2775 BRICE RD,REYNOLDSBURG
619,SPEEDWAY 9281,2510 N HIGH ST,COLUMBUS
620,SPEEDWAY 9283,5984 SAWMILL RD,DUBLIN
621,SPEEDWAY 9298,1700 HILLIARD ROME RD,COLUMBUS
622,SPEEDWAY 9339,2965 E MAIN ST,COLUMBUS
623,SPEEDWAY 9340,5735 MAPLE CANYON AVE,COLUMBUS
624,SPEEDWAY 9356,3611 FISHINGER BLVD,COLUMBUS
625,SPEEDWAY 9371,1626 W 5TH AVE,COLUMBUS
626,SPEEDWAY 9376,770 POLARIS PKWY,LEWIS CENTER
627,SPEEDWAY 9706,3304 E BROAD ST,COLUMBUS
628,SPEEDWAY 9751,1165 S HIGH ST,COLUMBUS
629,SPEEDWAY 9770,1103 MORSE RD,COLUMBUS
630,SPEEDWAY 9775,821 E DUBLIN GRANVILLE RD,COLUMBUS
631,SPEEDY DRIVE THRU & SMOKE,2421 SULLIVANT AVE,COLUMBUS
632,SPEEDY MART,1475 S CHAMPION AVE,COLUMBUS
633,SPEEDY MART,3377 E LIVINGSTON AVE,COLUMBUS
634,SQUARE'S CARRY OUT,5870 COLUMBUS SQ,COLUMBUS
635,STAFFORD'S MARKET,2204 PARKWOOD AVE,COLUMBUS
636,STAR CARRY OUT,1565 N 4TH ST,COLUMBUS
637,STAR MART,1910 LOCKBOURNE RD,COLUMBUS
638,STEELE AVENUE MARKET,2552 STEELE AVE,COLUMBUS
639,STELZER FOOD EXPRESS,755 STELZER RD,COLUMBUS
640,STOP-N-SHOP MARKET,1858 LOCKBOURNE RD,COLUMBUS
641,STRAIGHT UP SMOKE SHOP & FOOD MART,1290 S HIGH ST,COLUMBUS
642,SULLIVANT BP,2800 SULLIVANT AVE,COLUMBUS
643,SUNOCO,1010 HARMON AVE,COLUMBUS
644,SUNOCO,1690 S HIGH ST,COLUMBUS
645,SUNOCO,3034 E BROAD ST,COLUMBUS
646,SUNOCO,726 W BROAD ST,COLUMBUS
647,SUNOCO,993 KING AVE,COLUMBUS
648,SUNOCO GAS,2570 N HIGH ST,COLUMBUS
649,SUNOCO GAS,4840 SINCLAIR RD,COLUMBUS
650,SUNOCO WEST BROAD,2725 W BROAD ST,COLUMBUS
651,SUNSHINE FOOD MARKET,5880 NORTHMEADOWS BLVD UNIT A,COLUMBUS
652,SUNSHINE GROCERY,4583 MORSE CENTER RD,COLUMBUS
653,SUPER FOOD MART,3166 N HIGH ST,COLUMBUS
654,SUPER SPEEDY,1585 E DUBLIN GRANVILLE RD,COLUMBUS
655,SUPER USA 202,980 DEMOREST RD,COLUMBUS
656,TAMARACK SUNOCO,1886 TAMARACK CIR S,COLUMBUS
657,TARA SUPER,2131 CLEVELAND AVE,COLUMBUS
658,THE DRUG STORE,2940 GROVEPORT RD,COLUMBUS
659,THE EXHALE SHOP MARKET,1640 E DUBLIN GRANVILLE RD STE 7,COLUMBUS
660,THE JOINT,1186 N HIGH ST,COLUMBUS
661,THE SPACE STATION SMOKE SHOP,773 PARSONS AVE,COLUMBUS
662,THE SPOT BAR,5999 E LIVINGSTON AVE,COLUMBUS
663,THIRSTY DRIVE THRU,4027 E LIVINGSTON AVE,COLUMBUS
664,THORNTON #501,2333 N WILSON RD,COLUMBUS
665,THORNTONS #36,4600 WINCHESTER PIKE,COLUMBUS
666,THORNTONS #66,1771 NORTON RD,COLUMBUS
667,THORTON #500,3898 ALUM CREEK DR,COLUMBUS
668,THREE STAR FOOD MART,1107 E WEBER RD,COLUMBUS
669,THURBER VILLAGE MARKET,660 NEIL AVE,COLUMBUS
670,TINDER BOX #378,5881-87 KARRIC SQUARE DR,DUBLIN
671,TINDER BOX #408,4028 TOWNSFAIR WY,COLUMBUS
672,TO THE MOON SMOKE & VAPE,3329 E BROAD ST,COLUMBUS
673,TO THE MOON SMOKE & VAPE,8293 MARKET EXCHANGE DR,WESTERVILLE
674,TOBACCO DISCOUNTER,2139 EAKIN RD,COLUMBUS
675,TOBACCO DISCOUNTERS,208 GRACELAND BLVD,COLUMBUS
676,TOBACCO DISCOUNTERS,3767 S HIGH ST,COLUMBUS
677,TOBACCO FOR LESS,2410 N HIGH ST,COLUMBUS
678,TOBACCO INTERNATIONAL,18 E 13TH AVE,COLUMBUS
679,TOBACCO OUTLET,5769 CLEVELAND AVE,COLUMBUS
680,TOBACCO OUTLET III,2807 W BROAD ST,COLUMBUS
681,TOBACCO PLUS,2966 HAYDEN RD,COLUMBUS
682,TOBACCO PLUS,3520 CLIME RD,COLUMBUS
683,TOBACCO PLUS CLINTONVILLE,4672 INDIANOLA AVE,COLUMBUS
684,TOBACCO PLUS MINI MART,6457 N HAMILTON RD,WESTERVILLE
685,TOBACO SHOP DRIVE THRU,1500 W BROAD ST,COLUMBUS
686,TOKE N' JOKE HEADSHOP,1641 SULLIVANT AVE,COLUMBUS
687,TOP NOTCH VAPOR,3496 W DUBLIN - GRANVILLE RD,COLUMBUS
688,TRABUE FOOD MART,4111 TRABUE RD,COLUMBUS
689,TROPICAL TRENDS,2594 BETHEL RD,COLUMBUS
690,TRUE NORTH STORE #602,3970 MORSE RD,COLUMBUS
691,TRUE NORTH STORE #604,8500 N HIGH ST,COLUMBUS
692,TRUE NORTH STORE #605,5989 E MAIN ST,COLUMBUS
693,TRUE NORTH STORE #606,1195 MORSE RD,COLUMBUS
694,TRUE NORTH STORE #608,1500 HILLIARD ROME RD,COLUMBUS
695,TRUE NORTH STORE #609,6790 SAWMILL RD,COLUMBUS
696,TRUE NORTH STORE #610,2800 BETHEL RD,COLUMBUS
697,TRUE NORTH STORE #611,5340 TUTTLE CROSSING BLVD,DUBLIN
698,TRUE NORTH STORE #612,631 S HIGH ST,COLUMBUS
699,TRUE NORTH STORE #675,1955 POLARIS PKWY,COLUMBUS
700,TRUE NORTH STORE #676,3975 RIDGE MILL DR,HILLIARD
701,TRUE NORTH STORE #677,2441 LOCKBOURNE RD,COLUMBUS
702,TURKEY HILL #704,2685 N HIGH ST,COLUMBUS
703,TURKEY HILL #705,1953 MORSE RD,COLUMBUS
704,TURKEY HILL #717,950 GEORGESVILLE RD,COLUMBUS
705,TURKEY HILL MINIT MARKET,5350 TUTTLE CROSSING BLVD,DUBLIN
706,TURKEY HILL MINIT MARKET #706,1880 E BROAD ST,COLUMBUS
707,TURKEY HILL MINIT MARKET #708,1425 N CASSADY AVE,COLUMBUS
708,TURKEY HILL MINIT MARKET #712,3900 S HIGH ST,COLUMBUS
709,TURKEY HILL MINIT MARKET #720,2731 WINCHESTER PIKE,COLUMBUS
710,TURKEY HILL MINIT MARKET STORE #701,6195 CLEVELAND AVE,COLUMBUS
711,TURKEY HILL MINIT MARKETS- TURKEY HILL #600,930 N WAGGONER RD,BLACKLICK
712,UNCLE MAX GAS & FOOD,1221 E HUDSON ST,COLUMBUS
713,UNITED DAIRY FARMERS #612,3535 CLIME RD,COLUMBUS
714,UNITED DAIRY FARMERS #613,2204 W DUBLIN-GRANVILLE RD,WORTHINGTON
715,UNITED DAIRY FARMERS #615,5370 N HIGH ST,COLUMBUS
716,UNITED DAIRY FARMERS #622,1930 HARD RD,COLUMBUS
717,UNITED DAIRY FARMERS #624,5025 TUTTLE CROSSING BLVD,DUBLIN
718,UNITED DAIRY FARMERS #628,2094 N HIGH ST,COLUMBUS
719,UNITED DAIRY FARMERS #632,880 N HIGH ST,COLUMBUS
720,UNITED DAIRY FARMERS #634,1680 N HIGH ST,COLUMBUS
721,UNITED DAIRY FARMERS #635,3388 INDIANOLA AVE,COLUMBUS
722,UNITED DAIRY FARMERS #644,3728 KARL RD,COLUMBUS
723,UNITED DAIRY FARMERS #646,1043 W BROAD ST,COLUMBUS
724,UNITED DAIRY FARMERS #649,530 S HAGUE AVE,COLUMBUS
725,UNITED DAIRY FARMERS #652,7580 WORTH-GALENA RD,WORTHINGTON
726,UNITED DAIRY FARMERS #653,8480 N HIGH ST,COLUMBUS
727,UNITED DAIRY FARMERS #654,6525 TUSSING RD,REYNOLDSBURG
728,UNITED DAIRY FARMERS #656,327 E HUDSON ST,COLUMBUS
729,UNITED DAIRY FARMERS #667,4775 SUNBURY RD,COLUMBUS
730,UNITED DAIRY FARMERS #669,901 NORTON RD,COLUMBUS
731,UNITED DAIRY FARMERS #670,1188 N WILSON RD,COLUMBUS
732,UNITED DAIRY FARMERS #674,2191 POLARIS PKWY,COLUMBUS
733,UNITED DAIRY FARMERS #676,1341 GEORGESVILLE RD,COLUMBUS
734,UNITED DAIRY FARMERS #677,5230 WARNER RD,WESTERVILLE
735,UNITED DAIRY FARMERS #680,5171 RIGGINS RD,DUBLIN
736,UNITED FOOD MART,2805 S HIGH ST,COLUMBUS
737,UNIVERSITY MARATHON,1584 SUMMIT ST,COLUMBUS
738,UP IN SMOKE SHOP,2926 S HIGH ST,COLUMBUS
739,US FOOD MART,1975 W MOUND ST,COLUMBUS
740,USA TOBACCO,4967 N HIGH ST,COLUMBUS
741,VANS CARRYOUT,1270 W TOWN ST,COLUMBUS
742,VAPE STAR,6634 SAWMILL RD,COLUMBUS
743,VAPOR HIGH UP INC,8282 SANCUS BLVD,WESTERVILLE
744,VAPOR MAVEN,1345 WORTHINGTON CENTRE DR,COLUMBUS
745,VAPOR MAVEN,1617 GEORGESVILLE SQUARE DR,COLUMBUS
746,VAPORFI,1077 POLARIS PKWY,COLUMBUS
747,VILLAGE CIGARS,1044 S HIGH ST,COLUMBUS
748,WAGGONER FOOD MART,7700 KENNEDY RD,BLACKLICK
749,WAHBI EXPRESS,436 N CHAMPION AVE,COLUMBUS
750,WALGREENS  #06119,7900 E BROAD ST,BLACKLICK
751,WALGREENS #01317,3445 S HIGH ST,COLUMBUS
752,WALGREENS #07368,4890 N HIGH ST,COLUMBUS
753,WALGREENS #07523,5690 W BROAD ST,GALLOWAY
754,WALGREENS #07525,2150 E DUBLIN GRANVILLE RD,COLUMBUS
755,WALGREENS #09093,5195 N HAMILTON RD,COLUMBUS
756,WALGREENS #09540,4530 KENNY RD,COLUMBUS
757,WALGREENS #09541,5555 NEW ALBANY RD E,NEW ALBANY
758,WALGREENS #10050,6201 E BROAD ST,COLUMBUS
759,WALGREENS #12083,1444 W 5TH AVE,COLUMBUS
760,WALGREENS #13007,1040 POLARIS PKWY,COLUMBUS
761,WALGREENS #21398,1782 N HIGH ST,COLUMBUS
762,WALGREENS #6273,3015 E LIVINGSTON AVE,COLUMBUS
763,WALGREENS #6378,2770 W BROAD ST,COLUMBUS
764,WALGREENS #6981,1280 DEMOREST RD,COLUMBUS
765,WEBER MARKET,727 E WEBER RD,COLUMBUS
766,WEBER ROAD MARKET,900 E WEBER RD,COLUMBUS
